DL
N=18 NM=10
FORMAT = FULLMATRIX DIAGONAL PRESENT
ROW LABELS:
Ramuald
Bonaventure
Ambrose
Berthold
Peter
Louis
Victor
Winfrid
John_Bosco
Gregory
Hugh
Boniface
Mark
Albert
Amand
Basil
Elias
Simplicius
COLUMN LABELS:
Ramuald
Bonaventure
Ambrose
Berthold
Peter
Louis
Victor
Winfrid
John_Bosco
Gregory
Hugh
Boniface
Mark
Albert
Amand
Basil
Elias
Simplicius
LEVEL LABELS:
SAMPLK1
SAMPLK2
SAMPLK3
SAMPDLK
SAMPES
SAMPDES
SAMPIN
SAMPNIN
SAMPPR
SAMNPR
DATA:
 0 0 2 0 3 0 0 0 0 0 0 0 0 1 0 0 0 0
 3 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0
 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 0 0 3 1 0 0 0 2 0 0 0 0 0 0 0 0
 0 0 0 3 0 0 0 0 0 0 2 0 1 0 0 0 0 0
 1 0 0 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0
 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0
 3 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 2 0 0 3 0 0 0 0 0 0 0 1 0 0
 0 0 0 3 0 0 0 1 0 0 0 0 0 2 0 0 0 0
 0 0 0 0 3 0 0 1 0 0 0 0 0 2 0 0 0 0
 3 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 3
 3 0 0 0 0 0 0 0 0 0 1 2 0 0 2 0 0 0
 3 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 1 2 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
 0 0 3 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1
 2 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 2 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0
 3 0 0 0 0 0 1 0 0 0 0 2 0 0 1 0 0 0
 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2
 0 0 0 0 3 2 0 0 0 0 1 0 0 0 0 0 0 0
 2 0 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 1 0 0 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0
 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0
 0 0 0 3 0 1 0 0 0 2 0 0 0 0 0 0 0 0
 0 0 0 0 1 0 0 3 0 0 0 2 0 0 0 0 0 0
 0 0 0 3 1 0 0 0 0 0 0 0 2 0 0 0 0 0
 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 1 0 0
 3 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 3
 3 1 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0
 2 3 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 2 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0
 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 0
 0 0 3 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0
 3 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0
 3 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 2
 0 0 0 0 3 1 0 0 0 0 2 0 0 0 0 0 0 0
